料號	品名
037 145 157G	方向機泵
037 145 157G -	方向機泵
037 145 271F *	皮帶-方向機
037 145 271F -	皮帶-方向機
037 145 276A	惰輪-綜合皮帶
037 145 933C *	皮帶-綜合
037 145 933C +	皮帶-綜合
037 198 011C -	引擎下修包
037 198 011C /	引擎下修包
037 198 011E -	引擎下修包
037 198 011E /	引擎下修包
037 198 012B /	引擎上修包
037 198 012J -	引擎上修包
037 198 012J /	引擎上修包
037 198 012L -	引擎上修包
037 198 032L	壓板總成
037 198 032L -	壓板總成
037 253 039D -	排氣管墊片
037 253 039D /	排氣管墊片
037 260 849C *	皮帶-綜合
037 260 849C +	皮帶-綜合
037 260 849C -	皮帶-綜合
037 903 023A *	發電機
037 903 023G  XX	發電機-翻修件
037 903 998	高壓線組
037 905 205J	分電盤總成
037 905 205K #	分電盤總成
037 905 205K /	分電盤總成
037 905 237AX *	分電盤總成
037 905 237AX >	分電盤總成舊品回收
037 905 237DX *	分電盤總成
037 906 022CS *	引擎電腦
037 906 031AL *	噴油嘴
037 906 031C	噴油嘴
037 906 031P *	噴油嘴
037 906 265F	含氧感知器
037 906 265G /	含氧感知器
037 906 283C ~	電磁閥
037 906 301 *	空氣流量計
037 906 301C	空氣流量計
037 906 301C *	空氣流量計
037 906 301CX	空氣流量計
037 906 301CX *	空氣流量計
037 906 433A #	曲軸感知器
037 906 433A .	曲軸感知器
037 906 457C	怠速穩定器
037 906 457C -	怠速穩定器
037 906 457D	怠速穩定器
037 906 461B *	空氣流量計
037 906 461B -	空氣流量計
037 906 461C *	空氣流量計
037 906 461CX	空氣流量計
037 907 385A	節流閥開關
037 907 385D	節流閥開關
037 907 385M *	節流閥開關
037 971 766A	線組接頭-噴油嘴
038 103 085	油封-曲軸前
038 103 085A	油封-凸輪軸
038 103 085C -	油封-曲軸前
038 103 085E -	油封-曲軸前
038 103 085E /	油封-曲軸前
038 103 153Q	油封座蓋板-曲軸前
038 103 157B	噴油嘴-機油
038 103 171S -	油封座-曲軸後
038 103 383BL *	汽缸床
038 103 493AM	廢氣循環管
038 103 601MA	油底殼-引擎
038 103 601MA #	油底殼-引擎
038 103 601NA #	油底殼-引擎
038 103 601NA *	油底殼-引擎
038 103 603AG #	油底殼-引擎
038 103 603L #	油底殼-引擎
038 103 603L .	油底殼-引擎
038 103 603M #	油底殼-引擎
038 103 603M .	油底殼-引擎
038 103 603N #	油底殼-引擎
038 103 663A ~	機油尺套
038 103 673B  /5	偏心軸波司組
038 103 673B  GLB	偏心軸波司
038 103 714	螺絲
038 105 243M +	皮帶盤-曲軸
038 105 561A  007	大波司-上
038 105 561A /5	小波司組-上+下
038 105 591A  007	大波司-下
038 105 701A /10	小波司組-上+下-*10
038 105 701A /8	小波司-上+下
038 109 101AH - ZZ	凸輪軸-瑕疵
038 109 244N	正時惰輪-小
038 109 309A *	油壓頂筒
038 109 309A -	油壓頂筒
038 109 309C -	油壓頂筒
038 109 601E /	汽門-進
038 109 611E /	汽門-排
038 115 230 /	機油泵鍊條
038 117 021B	機油冷卻器
038 117 021C	機油冷卻器
038 117 021D	機油冷卻器
038 117 070A /	O型環-機油冷卻器
038 121 011H	水泵
038 121 011H +	水泵
038 121 011H -	水泵
038 121 011J	水泵
038 121 011JX	水泵
038 121 011KX	水泵
038 121 132D /	水管接頭
038 128 063G	節流閥總成
038 128 063G -	節流閥總成
038 130 073BN	噴油嘴-柴油
038 130 073BN *	噴油嘴-柴油
038 130 073BN *  ZZ	噴油嘴-柴油-中古
038 131 521CC *	連接管
038 131 547A	墊片
038 145 209N	燃油泵-含真空泵
038 145 209N -	燃油泵-含真空泵
038 145 209P *	燃油泵-含真空泵
038 145 255B	皮帶盤-方向機泵
038 198 051C *	噴油嘴修理包-柴油
038 198 151 ~4	活塞環組-一台份
038 253 014G *	渦輪增壓器-排汽岐管
038 903 018DX	發電機-不帶皮帶盤
038 903 018E *	發電機-不帶皮帶盤
038 903 018P *	發電機-90A-不帶皮帶盤
038 903 023S	發電機
038 903 023S +	發電機-120A
038 903 023S -	發電機
038 903 023S /	發電機
038 903 119A	發電機皮帶盤
038 903 119A -	發電機皮帶盤
038 903 315AH	皮帶張力減震器/惰輪
038 903 315AH -	皮帶壓力震器/惰輪
038 903 315AM	皮帶張力減震器/惰輪
038 906 051B *	進氣壓力感知器
038 906 051C	進氣壓力感知器
038 906 051C *	進氣壓力感知器
038 906 051C -	進氣壓力感知器
038 906 051D *	進氣壓力感知器
038 906 051N	進氣壓力感知器
038 906 461BX	空氣流量計
038 907 281B	預熱塞控制繼電器
038 919 081C	機油壓力開關
038 919 081G	機油壓力開關
038 919 081H	機油壓力開關
038 957 147F -	曲軸感知器
03C 103 175F	廢氣閥
03C 103 383AB	汽缸床
03C 103 485B	機油蓋
03C 103 493AE	廢氣循環管
03C 105 159F	曲軸前軸套
03C 105 255E	皮帶盤-曲軸
03C 107 065BF	活塞
03C 109 088B	凸輪軸鍊條調整器
03C 109 088E -	凸輪軸鍊條調整器
03C 109 282C	螺絲-凸輪軸鍊條齒輪
03C 109 287F	正時鍊條外蓋墊片
03C 109 507AH	正時鍊條調整器
03C 109 507BA ~	正時鍊條調整器
03C 109 507M	正時鍊條調整器
03C 109 509M	正時鍊條壓板
03C 109 571B	凸輪軸鍊條齒輪
03C 115 105Q	機油泵
03C 115 251M	機油泵導管
03C 115 561B	機油芯
03C 115 561B +	機油芯
03C 115 561B ~	機油芯
03C 115 561D	機油芯
03C 115 561H +	機油芯
03C 115 561H .	機油芯
03C 115 561H /	機油芯
03C 115 562 .	機油芯
03C 115 721D	機油芯螺絲
03C 1156 403F	機油芯總成
03C 117 021E	機油冷卻器
03C 121 004E	水泵
03C 121 004J  ZZ	水泵-瑕疵
03C 121 004J *	水泵
03C 121 004JX	水泵
03C 121 005D	水泵
03C 121 005L #	水泵
03C 121 005NX	水泵
03C 121 005RX	水泵
03C 121 008F	水泵
03C 121 008HX	水泵
03C 121 050D	水管-機油冷卻器-兩條並
03C 121 110G -	節溫器
03C 121 111AM ~	節溫器座總成
03C 127 025T /	汽油泵-高壓
03C 127 026M	汽油泵-高壓
03C 127 026P	汽油泵-高壓
03C 127 026R *	汽油泵-高壓
03C 127 026R ~	汽油泵-高壓
03C 127 311	O形環-燃油泵
03C 128 063A	活門調整閥
03C 129 656B	連接管座
03C 133 062B	節流閥總成
03C 133 062B XX	節流閥總成-中古件
03C 133 062B ZZ	節流閥總成
03C 133 062C	節流閥總成
03C 141 015J	壓板總成
03C 145 299AC	皮帶張力減震器/惰輪
03C 145 299AE	皮帶張力減震器/惰輪-冷氣壓縮機
03C 145 299C /	皮帶張力減震器/惰輪
03C 145 299L	皮帶張力減震器/惰輪
03C 145 299M -	皮帶張力減震器/惰輪
03C 145 673H	通氣管-渦輪
03C 145 701K	渦輪增壓器
03C 145 701T *	渦輪增壓器
03C 145 702C	渦輪增壓器
03C 145 702CX	渦輪增壓器
03C 145 702L -	渦輪增壓器
03C 145 702P	渦輪增壓器
03C 145 702P *	渦輪增壓器
03C 145 703A -	渦輪增壓器
03C 145 710A	切斷閥-渦輪增壓
03C 145 710D	切斷閥-渦輪增壓
03C 145 749B	渦輪增壓散熱器
03C 145 861D	進氣管-接渦輪
03C 201 542	單向閥
03C 903 023GX	發電機
03C 903 025G -	發電機-110A
03C 903 119C	發電機皮帶盤-單導向
03C 903 119F	發電機皮帶盤-單導向
03C 905 601A	火星塞
03C 906 051	進氣壓力感知器
03C 906 051H	進氣壓力感知器
03C 906 433A	曲軸感知器
03C 906 455A /	凸輪軸感知器
03C 907 386B	電位計
03C 907 386D	電位計
03C 907 660G	油位感知器-機油
03C 907 660H *	油位感知器-機油
03C 907 660M	油位感知器-機油
03C 907 660Q	油位感知器-機油
03C 907 660R	油位感知器-機油
03F 103 464C	廢氣循環筒
03F 105 266 *	飛輪-DSG
03F 109 158G -	正時鍊條
03F 121 004EX	水泵
03F 133 062B /	節流閥總成
03F 145 749C -	渦輪增壓散熱器
03F 145 749C /	渦輪增壓散熱器
03F 145 749C ~	渦輪增壓散熱器
03F 198 158B /	正時鍊條組
03F 260 849A	皮帶-綜合
03F 905 409C -	高壓線組
03F 905 430D	高壓線-1
03F 905 430E	高壓線-2
03F 905 430F	高壓線-3
03F 905 430G	高壓線-4
03F 907 660D	油位感知器-機油
03G 103 153B	油封座蓋板-曲軸前
03G 103 295K	機油泵
03G 103 351CS ZZ	汽缸蓋/含汽門-瑕疵
03G 103 383A -	汽缸床
03G 103 383A /	汽缸床
03G 103 469M	汽門室蓋-含墊片
03G 103 483F /	汽門蓋墊片
03G 103 603H	油底殼-引擎
03G 105 243	皮帶盤-曲軸
03G 105 266BA	飛輪
03G 105 266BD	飛輪
03G 105 266BD *	飛輪
03G 105 266BE	飛輪-自排
03G 105 266E	飛輪
03G 105 266E -	飛輪
03G 109 107	正時皮帶護蓋-上
03G 115 105C	機油泵
03G 115 105E	機油泵
03G 115 105G	機油泵
03G 115 281D	尺桿
03G 115 611P	機油尺
03G 121 113A /	節溫器
03G 121 121D	節溫器蓋
03G 121 132B /	水管接頭
03G 128 063Q	熄火切斷閥
03G 129 717B	進氣管墊片
03G 131 051ED	真空管集節頭
03G 131 501	EGR閥
03G 131 501J	EGR閥
03G 131 501J -	EGR閥
03G 131 501Q	EGR閥
03G 131 512AD +	EGR冷卻器/控制閥
03G 131 512L /	EGR冷卻器/控制閥
03G 145 209	燃油泵-含真空泵
03G 145 215	燃油泵墊片
03G 145 215A	燃油泵墊片
03G 198 011D /	引擎下修包
03G 198 012D /	引擎上修包-不含汽缸床
03G 198 015M -1	壓板總成-不帶軸承
03G 198 119	正時皮帶組-含惰輪*2
03G 198 119 +	正時皮帶組-含惰輪
03G 198 119A	正時皮帶組-含惰輪*2
03G 253 010 /XX	渦輪增壓器-排汽岐管
03G 253 014H	渦輪增壓器
03G 253 014N	渦輪增壓器-排汽岐管
03G 253 039	排氣管/渦輪增壓器墊片
03G 253 039 *	排氣管/渦輪增壓器墊片
03G 253 039A	排氣管墊片
03G 903 315A -	皮帶張力減震器/惰輪
03G 903 315C	皮帶張力減震器
03G 903 315C -	皮帶張力減震器
03G 906 051A	進氣壓力感知器
03G 906 051E	進氣壓力感知器
03G 906 088AN	排氣溫度感知器-前
03G 906 088BS	排氣溫度感知器-前-渦輪
03G 907 282A	控制盒-預熱塞
03H 103 383H	汽缸床
03H 103 383J	汽缸床
03H 103 429C	汽門室蓋
03H 103 429H	汽門室蓋
03H 103 483C	汽門蓋墊片
03H 103 601A	油底殼-引擎
03H 103 601G	油底殼-引擎
03H 109 122G	蓋板-汽缸蓋
03H 109 465	正時鍊條-曲軸
03H 109 467	正時鍊條壓板
03H 109 503	正時鍊條-凸輪軸
03H 121 008H	水泵
03H 121 008K	水泵
03H 121 008KX	水泵
03H 121 113	節溫器
03H 121 113B	節溫器
03H 127 025D ~	汽油泵-高壓
03H 127 025F	汽油泵-高壓
03H 145 100C	真空輔助泵
03H 145 276A	皮帶張力減震器/惰輪
03H 906 036	噴油嘴-2.4.6缸
03H 906 036A	噴油嘴-1.3.5缸
03K 131 547C	墊片-EGR閥
03K 906 088B	排氣溫度感知器
03L 103 070	O型環
03L 103 085	油封-凸輪軸
03L 103 171	油封座-曲軸後
03L 103 171 +	油封座-曲軸後
03L 103 383	汽缸床
03L 103 383AJ	汽缸床
03L 103 383AM	汽缸床
03L 103 383AM /	汽缸床
03L 103 383AR*	汽缸床
03L 103 383B	汽缸床
03L 103 383BG	汽缸床
03L 103 383BG /	汽缸床
03L 103 383BH	汽缸床
03L 103 383CA	汽缸床
03L 103 469 /	汽門室蓋
03L 103 469S	汽門室蓋
03L 105 266AJ	飛輪-DSG-7A
03L 105 266AK	飛輪-DSG
03L 105 266AL	飛輪-DSG
03L 105 266AN	飛輪-DSG
03L 105 266BH	飛輪
03L 105 266CQ	飛輪-DSG
03L 105 266DE	飛輪-DSG
03L 105 266DP	飛輪-DSG
03L 107 065AD /	活塞-加大
03L 109 021	凸輪軸-進汽
03L 109 119C	正時皮帶
03L 109 119D	正時皮帶
03L 109 119G	正時皮帶
03L 109 119J	正時皮帶
03L 109 244	正時惰輪
03L 109 244 *	正時惰輪
03L 109 244G -	正時惰輪
03L 109 244J -	正時惰輪
03L 109 521A	頂筒-凸輪軸
03L 109 521A -	頂筒-凸輪軸
03L 109 601 -	汽門-進
03L 109 601 /	汽門-進
03L 109 611 -	汽門-排
03L 109 611 /	汽門-排
03L 115 105D	機油泵
03L 115 389C	機油芯座總成
03L 115 389G	機油芯座總成
03L 115 389H # ZZ	機油芯座總成-鋁體-瑕疵
03L 115 389H /	機油芯座總成
03L 115 433	機油芯蓋
03L 115 433B	機油芯蓋
03L 115 512A	機油芯座總成
03L 115 512C	機油芯座總成
03L 115 561 /	機油芯
03L 115 562 .	機油芯
03L 115 562 /	機油芯
03L 121 011B	水泵
03L 121 011BX	水泵
03L 121 011GX	水泵
03L 121 011HX	水泵
03L 121 011JX	水泵
03L 121 011PX	水泵
03L 121 011X	水泵
03L 121 049F	鐵水管
03L 121 065A	水管-塑鋼
03L 121 111AB	節溫器座總成
03L 121 111AC	節溫器座總成
03L 121 111AE	節溫器座總成
03L 121 111S	節溫器座總成
03L 128 063E	熄火切斷閥
03L 128 063Q	熄火切斷閥
03L 128 063R	熄火切斷閥
03L 128 063T +	熄火切斷閥
03L 128 063T /	熄火切斷閥
03L 129 711AN	進汽岐管
03L 130 111E	高壓泵齒輪
03L 130 277B	噴油嘴
03L 130 301F	壓力管-第3-4缸
03L 130 755	柴油高壓泵
03L 130 755AH	柴油高壓泵
03L 131 477	EGR閥
03L 131 477A  ZZ	EGR閥-瑕疵
03L 131 501G	EGR閥
03L 131 501K +	EGR閥
03L 131 511L	節流閥冷卻器
03L 131 512CF	EGR冷卻器/控制閥
03L 131 512DK	EGR冷卻器/控制閥
03L 131 512DQ /	EGR冷卻器/控制閥
03L 141 015N -	壓板總成
03L 145 215A	燃油泵墊片
03L 145 276	惰輪-綜合皮帶
03L 145 757M	渦輪增壓器油管墊片
03L 145 771J	渦輪增壓器油管
03L 198 011 -	引擎下修包
03L 198 012D -	引擎上修包-不含汽缸床
03L 198 119	正時皮帶組-含惰輪
03L 198 119 +	正時皮帶組-含惰輪
03L 198 119B	正時皮帶組-含惰輪
03L 198 119C	正時皮帶組-含惰輪
03L 198 119D	正時皮帶組-含惰輪
03L 198 151C -	活塞環
03L 198 716E	壓力閥修理包-渦輪增壓器
03L 198 716H	壓力閥修理包-渦輪增壓器
03L 253 010G /	渦輪增壓器-排汽岐管
03L 253 016T /	渦輪增壓器-排汽岐管
03L 903 023 *	發電機
03L 903 023AX	發電機
03L 903 023F *	發電機
03L 903 023F -	發電機
03L 903 137	皮帶-綜合
03L 903 137A	皮帶-綜合
03L 903 137G	皮帶-綜合
03L 903 137R	皮帶-綜合
03L 905 061F	預熱塞
03L 905 061K	預熱塞
03L 906 051	燃油壓力感知器
03L 906 051B	燃油壓力感知器
03L 906 088AJ	排氣溫度感知器-前
03L 906 088AP	排氣溫度感知器-前
03L 906 088BA *	含氧/溫度感知器
03L 906 088BS -	排氣溫度感知器-前-渦輪
03L 906 088BS /	排氣溫度感知器-前-渦輪
03L 906 088C	含氧/溫度感知器
03L 906 088CC -	排氣溫度感知器-渦輪增壓器
03L 906 088CC /	排氣溫度感知器-渦輪增壓器
03L 906 088DC	含氧/溫度感知器
03L 906 088EC	含氧/溫度感知器
03L 906 088EM	排氣溫度感知器-前-渦輪
03L 906 088ER	排氣溫度感知器-前
03L 906 088FF	排氣溫度感知器-前
03L 906 088HH /	排氣溫度感知器
03L 907 660B	油位感知器-機油
03L 963 319	預熱塞
03L 963 319A	預熱塞
03N 105 266F	飛輪
03N 115 389A ~	機油芯座總成-含機油冷卻器
03N 115 433	機油芯蓋
03N 115 562	機油芯
03N 115 562 /	機油芯
03N 145 822A	通氣管
03N 906 081A	燃油溫度開關
03P 105 263	正時齒輪-曲軸
044 103 383D -	汽缸床
044 103 383D /	汽缸床
044 103 609D #	油底殼墊片-引擎
044 103 609D -	油底殼墊片-引擎
044 103 609D /	油底殼墊片-引擎
044 107 065H -4	活塞組-*4
044 121 113 *	節溫器
044 121 113 -	節溫器
044 121 113 /	節溫器
044 121 113S /	節溫器-代O型環
044 129 620A -	空氣芯
044 129 627E	進氣管
044 129 627J	進氣管
044 141 025D -	壓板
044 141 032E	離合器片
044 141 032E -	離合器片
044 145 157A /	方向機泵
044 145 271K #	皮帶-方向機
044 145 271K *	皮帶-方向機
044 145 278A	惰輪-綜合皮帶
044 145 278A *	惰輪-綜合皮帶
044 145 299 /	皮帶張力減震器
044 198 012 #	引擎上修包
044 198 012 -	引擎上修包
044 198 012 /	引擎上修包
044 198 032E	壓板總成
044 198 032E -	壓板總成
044 198 141A /	壓板總成
044 198 151 -	活塞環
044 198 151S /	活塞環組
044 253 091L	排氣管-前段
044 253 609AC	消音器-後段
044 260 849B #	皮帶-綜合
044 260 849E	皮帶-綜合
044 260 849E #	皮帶-綜合
044 260 849E *	皮帶-綜合
044 260 849E /	皮帶-綜合
044 903 315C *	皮帶張力減震器
044 903 998	高壓線組
044 903 998B	高壓線組
045 109 244A	正時惰輪
045 115 389H	機油芯座總成
045 115 389J	機油芯座總成
045 121 011FX	水泵
045 121 011HV	水泵
045 121 011HX	水泵
045 906 433A	曲軸感知器
045 906 433A /	曲軸感知器
046 109 119E #	正時皮帶
046 109 119E -	正時皮帶
046 109 119E /	正時皮帶
046 903 015F *	發電機
046 903 015FV	發電機
048 103 351D	汽缸蓋
048 103 383B #	汽缸床
048 103 383B -	汽缸床
048 103 383B /	汽缸床
048 103 383D -	汽缸床
048 103 383D /	汽缸床
048 103 493A #	廢氣循環管
048 103 609B *	油底殼墊片-引擎
048 103 609B /	油底殼墊片-引擎
048 103 772C ~	廢氣循環管座
048 107 081 *	活塞組
048 107 081R -4	活塞組-加大20
048 109 119D	正時皮帶
048 109 173A	時規護蓋-內
048 109 611B -	汽門-排
048 121 065D /	鐵水管
048 129 717A -	進氣管墊片
048 129 717A /	進氣管墊片
048 133 031 *	步計馬達
048 133 154	節流閥開關
048 133 154 *	節流閥開關
048 133 471	空氣流量板
048 133 471 *	空氣流量板
048 133 471X *	空氣流量板
048 145 155F *	方向機泵
048 145 155F -	方向機泵
048 145 155FX	方向機泵
048 198 012B /	引擎上修包
048 905 205B *	分電盤總成
048 906 265 -	含氧感知器
049 105 263C .	正時齒輪-曲軸
049 105 263C /	正時齒輪-曲軸
049 105 263C ~	正時齒輪-曲軸
049 109 111C *	正時齒輪
049 133 453 *	冷氣提速器
049 133 843 *	空氣芯
049 919 563B *	機油溫度開關
04C 103 085B	油封-曲軸前
04C 103 464J	廢氣循環筒
04C 903 023L *	發電機-140A
04C 905 110D	發火線圈
04C 906 433	曲軸感知器
04C 906 433A	曲軸感知器
04C 907 601	霍耳感知器
04E 103 170A	油封座-曲軸後
04E 103 464AD	廢氣循環筒
04E 103 464F	廢氣循環筒
04E 103 474K	通氣管
04E 103 485A	機油蓋
04E 103 493H	廢氣循環管
04E 103 601G	油底殼-引擎
04E 109 479A	正時惰輪
04E 109 479H	正時惰輪
04E 115 103M	機油泵
04E 115 561B	機油芯
04E 115 561H	機油芯
04E 115 561H /	機油芯
04E 121 064E	鐵水管
04E 121 121E	節溫器蓋
04E 121 600AL	水泵總成
04E 121 600AL ~	水泵總成
04E 121 600BD	水泵總成
04E 121 600BE	水泵總成
04E 121 600CB	水泵總成
04E 122 447K	水管
04E 127 026BB	汽油泵-高壓
04E 129 611G	空氣芯總成
04E 129 620 -	空氣芯
04E 129 709L	進汽岐管
04E 129 709P *	進汽岐管
04E 133 366BE	通氣管
04E 141 025C -	壓板
04E 145 299L	皮帶張力減震器
04E 145 704N *	渦輪增壓器
04E 145 749B	渦輪增壓散熱器
04E 145 785E	渦輪增壓散熱器
04E 145 933R	皮帶-綜合
04E 198 119	正時皮帶組-含惰輪
04E 198 725E	壓力閥修理包-渦輪增壓器
04E 905 110E	發火線圈
04E 905 110K	發火線圈
04E 905 601	火星塞
04E 905 601 *	火星塞-Y5KPP332S
04E 905 612	火星塞
04E 907 660	油位感知器-機油
04E 907 660A	油位感知器-機油
04E 919 501B	水溫感知器
04L 103 469Q	汽門室蓋-含墊片
04L 103 603	油底殼-引擎
04L 109 071E	汽門室蓋-含凸輪軸
04L 109 119A	正時皮帶
04L 109 601H /	汽門-進
04L 109 611 /	汽門-排
04L 121 011E /	水泵-含電磁閥
04L 121 011EX	水泵-含電磁閥
04L 121 011L	水泵-含電磁閥
04L 121 011P	水泵-含電磁閥
04L 121 011X	水泵-含電磁閥
04L 121 026AE	節溫器座總成
