料號,廠牌,副廠料號,品名
01P 398 000A,PRECISION,,變速箱修理包-中
01P 409 352A,VW,,傳動軸接桿-內
01P 409 356A,VW,,傳動軸-右內接桿
01P 927 733AN,VW,,變速箱電腦
01P 927 733BD,VW,,變速箱電腦
01P 927 733BJ,VW,,變速箱電腦
01P 927 733H,VW,,變速箱電腦
01R 525 095,VW,,通氣管-變速箱
01T 927 213A,VW,,變速箱電腦墊片
01V 321 359B,VW,,油底殼-變速箱
01V 321 359B /,TOPRAN,,油底殼-變速箱
01V 321 371,VW,,油底殼墊片-變速箱
01V 321 371 +,FEBI,,油底殼墊片-變速箱
01V 321 371 -,ZF,,油底殼墊片-變速箱
01V 321 376,VW,,油塞-變速箱
01V 321 377,VW,,油塞-變速箱
01V 321 379,VW,,油塞墊片-變速箱
01V 321 432,VW,,油塞-變速箱
01V 325 429,VW,,變速箱濾網-正
01V 325 429   ZZ,VW-ZZ,,變速箱濾網-正-瑕疵
01V 325 429 -,FEBI,,變速箱濾網
01V 325 429 S1 *,HENGST,,變速箱濾網+墊片
01V 325 429 S1 -,FEBI,,變速箱濾網+墊片
01V 325 443,VW,,濾網墊片
01V 398 211,VW,,變速箱修理包
01V 409 057,VW,,螺絲
01V 409 057 -,FEBI,,螺絲
01V 409 133,VW,,O型環墊圈-差速器
01V 409 133A,VW,,O型環墊圈-差速器
01V 409 133B,VW,,O型環墊圈-差速器
01V 409 355,VW,,接頭座-左-傳動軸
01V 409 355B,VW,,接頭座-右-傳動軸
01V 409 399,VW,,油封-差速器
01V 409 399 /,TOPRAN,,油封-差速器
01V 409 399A,VW,,油封-輸出軸
01V 409 400A,VW,,油封-變速箱
01V 409 400A /,CORTECO,,油封-變速箱
01V 409 529,VW,,油封-差速器內
01V 409 529 +,CORTECO,,油封-差速器內
01V 919 821B,VW,,多功能開關
01V 919 821B *,TOPRAN,,多功能開關
01V 919 821D,VW,,多功能開關
01V 927 321,VW,,速度感知器-變速箱
01V 927 321A,VW,,速度感知器-變速箱
01V 927 321B,VW,,速度感知器-變速箱
01V 927 322A,VW,,O型環-閥體線路板
01V 927 331,VW,,電磁閥-變速箱閥體
01V 927 333,VW,,電磁閥-變速箱閥體
01V 927 333A,VW,,電磁閥-變速箱閥體
01V 927 359AC,VW,,電磁閥體
01V 927 359AD,VW,,電磁閥體
01V 927 359J,VW,,電磁閥體
01V 971 661,VW,,線路板-電磁閥體
01V 971 661B,VW,,線路板-電磁閥體
01X 301 127C,VW,,螺絲
020 141 073A,VW,,變速箱側外蓋
020 141 073A /,TOPRAN,,變速箱側外蓋
020 141 165G,VW,,釋放軸承-離合器
020 141 165H,FEBI,,釋放軸承-離合器
020 141 701N,VW,,離合器拉桿
020 141 733,VW,,油封-離合器拉桿
020 141 733 *,ELRING,,油封-離合器拉桿
020 141 733 /,CORTECO,,油封-離合器拉桿
020 141 733D,VW,,油封-離合器拉桿
020 141 741B,FEBI,,離合器頂桿
020 301 129D,VW,,塞子
020 301 189T,VW,,油封-差速器
020 301 189T *,ELRING,,油封-差速器
020 301 189T -,CORTECO,,油封-差速器
020 301 189T /,FEBI,,油封-差速器
020 301 189T ~,VW-一汽,,油封-差速器
020 301 191F,TOPRAN,,變速箱墊片-手排
020 301 192A,VW,,差速器油封座
020 301 215C,VW,,變速箱外蓋墊片-手排
020 301 215C /,TOPRAN,,變速箱外蓋墊片-手排
020 301 227C *,ELRING,,油封-排擋拉桿
020 301 227F,VW,,油封-排擋拉桿
020 301 241C,VW,,排擋撥叉螺絲
020 311 101S,VW,,主軸
020 311 107D,VW,,油封固定套
020 311 108A,VW,,油封-推桿內
020 311 108A *,ELRING,,油封-推桿內
020 311 113,VW,,油封-變速箱輸入軸
020 311 113 *,ELRING,,油封-變速箱輸入軸
020 311 113 -,GOETZE,,油封-變速箱輸入軸
020 311 113 /,CORTECO,,油封-變速箱輸入軸
020 311 113B,TOPRAN,,油封-變速箱輸入軸
020 311 113B -,FEBI,,油封-變速箱輸入軸
020 311 113B /,CORTECO,,油封-變速箱輸入軸
020 311 123N,VW,,軸承-變速箱
020 311 140A,VW,,墊片-變速箱
020 311 159K,VW,,齒輪-五擋
020 311 228,VW,,滾柱軸承
020 311 239E,VW,,同步齒輪-1/2檔
020 311 247,VW,,同步齒-1檔
020 311 261K,VW,,變速箱齒輪-2擋
020 311 261L,VW,,變速箱齒輪-2擋
020 311 308C,VW,,螺絲
020 311 361K,VW,,齒輪-主軸五擋
020 311 361S,VW,,齒輪-主軸五擋
020 311 501B,VW,,倒擋齒輪
020 311 515D,VW,,倒擋齒輪軸
020 398 001K,VW,,變速箱修理包
020 398 001K ~,VW,,變速箱修理包
020 398 001L,VW,,變速箱修理包
020 398 001N,VW,,變速箱修理包
020 409 143AC,VW,,盆形齒輪組
020 409 143AG,VW,,盆形齒輪組
020 409 143AH,VW,,盆形齒輪組
020 409 285L,VW,,接頭座-內半軸
020 409 285M,VW,,接頭座-內半軸
020 409 289B,VW,,油封-內半軸小
020 409 289B *,FEBI,,油封-內半軸小
020 409 297,VW,,墊圈
020 409 374,VW,,錐型銅套-差速器
020 498 085E,VW,,油封-差速器
020 498 085G,VW,,油封-差速器
020 498 085G *,DPH/CFW,,油封-差速器
020 498 085G -,FEBI,,油封-差速器
020 498 085G ~,一汽,,油封-差速器
020 911 023F *,BOSCH,,起動馬達
020 911 023F +,HELLA,,起動馬達
020 911 023N ~,CN,,起動馬達
020 911 023P,VW,,起動馬達
020 911 023P *,BOSCH,,起動馬達
020 941 521A,VW,,倒車燈開關
020 941 521A /,TOPRAN,,倒車燈開關
020 945 415A,VW,,倒車燈開關
020 945 415A -,FEBI,,倒車燈開關
021 035 255E,VW,,火星塞導線插頭
021 101 417A,VW,,汽門導管-排汽
021 101 417A +,KS,,汽門導管-排汽
021 101 417A /,TOPRAN,,汽門導管-排汽
021 101 481,VW,,汽門蓋墊片
021 101 481 *,ELRING,,汽門蓋墊片
021 101 487,VW,,汽門蓋固定架
021 103 051C,VW,,曲軸油封-後
021 103 051C *,ELRING,,曲軸油封-後
021 103 051C /,CORTECO,,曲軸油封-後
021 103 265DX,拆件,,汽缸蓋
021 103 383L,GOETZE,,汽缸床
021 103 383L *,ELRING,,汽缸床
021 103 383N,VW,,汽缸床
021 103 383N *,ELRING,,汽缸床
021 103 384D,FEBI,,汽缸蓋螺絲
021 103 384G,FEBI,,汽缸蓋螺絲
021 103 384K,FEBI,,汽缸蓋螺絲
021 103 384L,FEBI,,汽缸蓋螺絲
021 103 469D,VW,,汽門室蓋-含墊片
021 103 469D /,REINZ,,汽門蓋墊片
021 103 483B,VW,,汽門蓋墊片
021 103 483B *,ELRING,,汽門蓋墊片
021 103 483D,VW,,汽門蓋墊片
021 103 483D *,TOPRAN,,汽門蓋墊片
021 103 598,VW,,油底殼-引擎
021 103 601B,VW,,油底殼-引擎
021 103 601B /,TOPRAN,,油底殼-引擎
021 103 603N,VW,,油底殼-引擎
021 103 603N +,KLOKKERHOLM,,油底殼-引擎
021 103 603N /,TOPRAN,,油底殼-引擎
021 103 603Q,VW,,油底殼-引擎
021 103 609B,VW,,油底殼墊片-引擎
021 103 609B *,ELRING,,油底殼墊片-引擎
021 103 829A,VW,,汽門室蓋螺絲
021 105 101L,VW,,曲軸
021 105 243D,VW,,皮帶盤-曲軸
021 105 243J,VW,,皮帶盤-曲軸
021 105 269B,VW,,飛輪-手排
021 105 269BX,VW-X,,飛輪-手排
021 105 327,VW,,飛輪盤
021 105 635B,VW,,波司邊
021 105 635B /4,GLYCO,,波司邊組
021 105 701B /10,GLYCO,,小波司組
021 105 701B /12,GLYCO,,小波司組
021 105 701B GLB,VW,,小波司
021 105 707B /10,GLYCO,,小波司組-加大 0.25
021 107 065CX,拆件,,活塞
021 107 401B,VW,,連桿
021 109 101Q,VW,,"凸輪軸-1,3,5"
021 109 102D,VW,,"凸輪軸-2,4,6"
021 109 111G,SWAG,,正時齒輪-凸輪軸
021 109 111H,VW,,正時齒輪-凸輪軸
021 109 127C,VW,,曲軸護蓋-後
021 109 345A,VW,,O型環
021 109 349B,VW,,O型環
021 109 465B -,FEBI,,正時鍊條-曲軸
021 109 467,VW,,正時鍊條壓板-調整-曲軸
021 109 469,VW,,正時鍊條壓板-固定-曲軸
021 109 469 -,FEBI,,正時鍊條壓板-固定-曲軸
021 109 471,VW,,正時鍊條滑板固定桿
021 109 503A,FEBI,,正時鍊條-凸輪軸
021 109 503D S1 -,FEBI,,正時鍊條修理包
021 109 503D S2 -,FEBI,,正時鍊條修理包
021 109 503F,VW,,正時鍊條-凸輪軸
021 109 503F -,FEBI,,正時鍊條-凸輪軸
021 109 507A,VW,,正時鍊條壓板調整螺絲
021 109 507B,VW,,正時鍊條壓板調整螺絲
021 109 509A,VW,,正時鍊條壓板-調整-凸輪軸
021 109 509A *,TOPRAN,,正時鍊條壓板-調整-凸輪軸
021 109 509E,VW,,正時鍊條壓板-調整-凸輪軸
021 109 511,VW,,正時鍊條滑板固定桿
021 109 513,VW,,正時鍊條壓板-固定-凸輪軸
021 109 513 -,FEBI,,正時鍊條壓板-固定-凸輪軸
021 109 569,VW,,正時齒輪
021 109 570,FEBI,,正時齒輪
021 109 601H *,GIEFFE,,汽門-進
021 109 601H -,KS,,汽門-進
021 109 601L,VW,,汽門-進
021 109 601L /,TOPRAN,,汽門-進
021 109 611F,VW,,汽門-排
021 109 611F *,GIEFFE,,汽門-排
021 109 611F -,KS,,汽門-排
021 109 611F /,DSVAT,,汽門-排
021 109 611G,VW,,汽門-排
021 109 611G +,KS,,汽門-排
021 109 611G /,TOPRAN,,汽門-排
021 115 017,VW,,機油泵軸
021 115 105B,VW,,機油泵
021 115 105B -,FEBI,,機油泵
021 115 105B /,TOPRAN,,機油泵
021 115 105C,VW,,機油泵
021 115 203,VW,,機油泵導管
021 115 279,VW,,機油泵驅動軸
021 115 308C,VW,,機油注入導管
021 115 403D,VW,,機油芯座
021 115 411B,VW,,油壓調整器柱塞-機油
021 115 421B,VW,,油壓調整器柱塞彈簧-機油
021 115 433A,VW,,機油芯蓋
021 115 433D,VW,,機油芯蓋
021 115 433E,VW,,機油芯蓋
021 115 433E #,VIKA,,機油芯蓋
021 115 444B,VW,,O型環-機油芯
021 115 446A,VW,,機油芯座墊片
021 115 446A *,ELRING,,機油芯座墊片
021 115 562,VW,,機油芯
021 115 562 *,BOSCH,,機油芯-P9103
021 115 562A,VW,,機油芯
021 115 562A *,BOSCH,,機油芯-P9142
021 115 562A -,MAHLE,,機油芯
021 115 607,VW,,機油尺
021 115 607A,VW,,機油尺
021 115 611M,VW,,機油尺
021 115 611M ZZ,VW-瑕疵,,機油尺-拉柄龜裂
021 115 629H,VW,,機油尺導管
021 117 021B,VW,,機油冷卻器
021 117 070A *,TAIWAN,,O型環-機油冷卻器
021 117 070A -,TOPRAN,,O型環-機油冷卻器
021 121 004,VW,,水泵
021 121 004 *,LUK,,水泵
021 121 004 -,FEBI,,水泵
021 121 022,VW,,塞子-水管
021 121 031C,VW,,皮帶盤-水泵
021 121 031D,VW,,皮帶盤-水泵
021 121 050C,VW,,水管-引擎>水管接頭
021 121 050C /,TOPRAN,,水管-引擎>水管接頭
021 121 058A,VW,,水管-機油冷卻器>直水管
021 121 058A -,GATES,,水管-機油冷卻器>直水管
021 121 096,VW,,水管-機油冷卻器>引擎
021 121 117A,VW,,節溫器座/水管接頭
021 121 117A *,TOPRAN,,節溫器座/水管接頭
021 121 119A,VW,,水管接頭墊圈
021 121 119A *,ELRING,,水管接頭墊圈
021 121 121A,VW,,節溫器蓋
021 121 121A *,TOPRAN,,節溫器蓋-含墊圈
021 121 133D,VW,,水管接頭
021 121 133D *,TOPRAN,,水管接頭
021 121 407,VW,,副水筒
021 127 025B,VW,,汽油泵-化油器
021 129 101D,VW,,廢氣閥-代管
021 129 607P,VW,,空氣芯總成
021 129 620,VW,,空氣芯
021 129 620 /,GERMANY,,空氣芯
021 129 627E,VW,,進氣管
021 129 723G,VW,,支架
021 129 723K,VW,,支架
021 131 085A,VW,,二次空氣泵浦固定架墊板
021 131 085B,VW,,二次空氣泵浦固定橡皮
021 131 085D,VW,,二次空氣泵浦固定架
021 131 101A,VW,,二次空氣控制閥
021 131 101A -,PIERBURG,,二次空氣控制閥
021 131 119,VW,,二次空氣控制閥接管
021 131 127B,VW,,二次空氣泵通氣管
021 131 149C,VW,,二次空氣控制閥管
021 131 501E,VW,,EGR閥
021 131 586B,VW,,EGR閥接管
021 133 061M,VW,,節流閥總成
021 133 064A,VW,,節流閥總成
021 133 064A #,VIKA,,節流閥總成
021 133 064A *,MARELLI,,節流閥總成
021 133 066,VW,,節流閥總成
021 133 066 -,VDO,,節流閥總成
021 133 073C,VW,,節流閥墊片
021 133 073D,VW,,節流閥墊片
021 133 073D *,ELRING,,節流閥墊片
021 133 202H,VW,,進氣支管
021 133 202M,VW,,進氣管-節流閥
021 133 206K,VW,,進氣支管接板
021 133 227G,VW,,進氣管墊片
021 133 227H,VW,,進氣管墊片
021 133 227H *,ELRING,,進氣管墊片
021 133 227H +,REINZ,,進氣管墊片-紙墊片
021 133 227J,GOETZE,,進氣管墊片
021 133 227J +,CORTECO,,進氣管墊片
021 133 227J /,REINZ,,進氣管墊片
021 133 227K,VW,,進氣管墊片
021 133 227K /,REINZ,,進氣管墊片
021 133 264A,VW,,真空管
021 133 309,VW,,進油管-鐵
021 133 317J,VW,,燃油分配管
021 133 374D,VW,,通氣管
021 133 374E,VW,,通氣管
021 133 394B,VW,,通氣管
021 133 429A,VW,,進氣緩衝器
021 133 459A,VW,,怠速閥橡皮
021 133 518F,VW,,進氣管
021 133 919B,VW,,引擎飾蓋
021 133 988G,VW,,汽油管
021 133 988J,VW,,汽油管
021 133 990G,VW,,汽油管
021 133 990J,VW,,汽油管
021 141 025F,VW,,壓板
021 141 025FX,VW-X,,壓板
021 145 255A,VW,,皮帶盤-方向機泵
021 145 299A,VW,,皮帶張力減震器/惰輪
021 145 299A -SIN,,,惰輪-皮帶
021 145 299C,VW,,皮帶張力減震器/惰輪
021 145 299C -,FEBI,,皮帶張力減震器/惰輪
021 145 933H,VW,,皮帶-綜合
021 145 933H -,OPTIBELT,,皮帶-綜合
021 145 933H /,CONTI,,皮帶-綜合
021 145 933K,VW,,皮帶-綜合
021 145 933K -,FEBI,,皮帶-綜合
021 145 933K /,CONTI,,皮帶-綜合
021 198 011A,VW,,引擎下修包
021 198 011A *,ELRING,,引擎下修包
021 198 012A,VW,,引擎上修包
021 198 012A *,ELRING,,引擎上修包
021 198 031C,VW,,油封組-噴油嘴
021 198 031C *,ELRING,,油封組-噴油嘴
021 198 141A -,LUK,,壓板總成
021 198 151 *,KS,,活塞環
021 198 151 -,GOETZE,,活塞環
021 198 401B,VW,,連桿組
021 198 421,VW,,波司邊組
021 198 421 -,GLYCO,,波司邊組
021 198 491A,VW,,大波司
021 198 491A -7,KS,,大波司組
021 198 491A /7,GLYCO,,大波司組
021 198 493 /7,GLYCO,,大波司組-加大 0.25
021 253 031D,VW,,排汽岐管-1-3
021 253 032F,VW,,排汽支管-4-6
021 253 037C,VW,,隔熱鐵板-排氣歧管
021 253 039C,VW,,排氣管墊片
021 253 039C *,ELRING,,排氣管墊片
021 253 050,VW,,排氣管墊片
021 253 050 *,ELRING,,排氣管墊片
021 253 050B,VW,,排氣管墊片
021 253 091,VW,,排氣管-前段
021 253 115,VW,,排氣管墊片
021 253 115 #,TOPRAN,,排氣管墊片
021 253 115 *,ELRING,,排氣管墊片
021 260 087,VW,,發電機/壓縮機架子
021 903 016 -,VALEO,,發電機-180A
021 903 016AX,VW-X,,發電機-190A
021 903 016X,VW-X,,發電機-180A
021 903 025B,VW,,發電機-120A
021 903 025C*,台全,,發電機-150A
021 903 026A,VW,,發電機-150A
021 903 026A *,BOSCH,,發電機-150A
021 903 026B,BOSCH,,發電機-150A
021 903 026LX,VW-X,,發電機-180A-不代皮帶盤
021 903 119D,VW,,發電機皮帶盤
021 903 119L,VW,,發電機皮帶盤-單導向
021 903 119L *,LUK,,發電機皮帶盤-單導向
021 903 803B,VW,,發電機碳刷
021 905 106,VW,,發火線圈
021 905 106 *,BREMI,,發火線圈
021 905 106 /,BOSCH,,發火線圈
021 905 163,VW,,霍耳感知器轉盤
021 905 205AF,VW,,分電盤總成
021 905 207,VW,,分電盤蓋
021 905 225C,VW,,分火頭
021 905 225C -,BREMI,,分火頭
021 905 377,VW,,爆震感知器
021 905 377C,VW,,爆震感知器
021 905 377E,VW,,爆震感知器
021 905 430CF,VW,,高壓線-1
021 905 430CF *,BREMI,,高壓線-1
021 905 430CG,VW,,高壓線-2
021 905 430CG *,BREMI,,高壓線-2
021 905 430CH,VW,,高壓線-3
021 905 430CH *,BREMI,,高壓線-3
021 905 430CJ,VW,,高壓線-4
021 905 430CJ *,BREMI,,高壓線-4
021 905 430CK,VW,,高壓線-5
021 905 430CK *,BREMI,,高壓線-5
021 905 430CL,VW,,高壓線-6
021 905 430CL *,BREMI,,高壓線-6
021 906 031A,VW,,噴油嘴
021 906 031D,VW,,噴油嘴
021 906 031D #,VIKA,,噴油嘴
021 906 031D -,MARELLI,,噴油嘴-IWP022
021 906 256AC,VW,,引擎電腦
021 906 258BR,VW,,引擎電腦
021 906 258CL,VW,,引擎電腦
021 906 262B,VW,,含氧感知器
021 906 262C,VW,,含氧感知器
021 906 265A,VW,,含氧感知器
021 906 265A -,FEBI,,含氧感知器
021 906 265AG,VW,,含氧感知器
021 906 265AG *,BOSCH,,含氧感知器
021 906 265AK,VW,,含氧感知器
021 906 265AK *,BOSCH,,含氧感知器
021 906 265AQ,VW,,含氧感知器
021 906 265AQ *,BOSCH,,含氧感知器
021 906 265R,VW,,含氧感知器
021 906 265R *,BOSCH,,含氧感知器
021 906 265R /,TOPRAN,,含氧感知器
021 906 433A,VW,,曲軸感知器
021 906 433C,VW,,曲軸感知器
021 906 433C  /,TOPRAN,,曲軸感知器
021 906 433C *,BOSCH,,曲軸感知器
021 906 445,VW,,O型環-曲軸感知器
021 906 461,VW,,空氣流量計
021 906 462,VW,,空氣流量計
021 906 462 /,BREMI,,空氣流量計
021 906 462A,VW,,空氣流量計
021 906 462A /,BREMI,,空氣流量計
021 907 319B,VW,,曲軸感知器
021 907 319B #,CN,,曲軸感知器
021 907 385,VW,,節流閥開關
021 907 385A,VW,,節流閥開關
021 907 601A,VW,,霍耳感知器
021 919 081B,ERA-TRW,,機油壓力開關-黑
021 919 369,VW,,水溫開關
021 959 253B,VW,,二次空氣泵浦
021 959 253B -,PIERBURG,,二次空氣泵浦
021 971 595AC,T4,,線束-噴油嘴
021 998 031 -,BREMI,,高壓線組
021 998 031A,VW,,高壓線組
021 998 031A -,BREMI,,高壓線組
021 998 031A /,BERU,,高壓線組
022 100 032MX,VW,,引擎總成-3.2
022 100 034EX,VW,,引擎總成-3.2
022 100 034QX,VW,,引擎總成-3.2
022 103 085,VW,,油封-曲軸-前
022 103 085 /,CORTECO,,油封-曲軸-前
022 103 139B,VW,,固定銷-引擎體
022 103 151D,VW,,油封座蓋板-曲軸前
022 103 151D *,ELRING,,油封座蓋板-曲軸前
022 103 202,VW,,廢氣循環管
022 103 383F,VW,,汽缸床
022 103 383F *,ELRING,,汽缸床
022 103 383K,VW,,汽缸床
022 103 383M,VW,,汽缸床
022 103 383M *,ELRING,,汽缸床
022 103 384C,VW,,汽缸蓋螺絲
022 103 384C *,ELRING,,汽缸蓋螺絲
022 103 384CS *20,ELRING,,汽缸蓋螺絲組
022 103 384D,FEBI,,汽缸蓋螺絲
022 103 384D *,ELRING,,汽缸蓋螺絲
022 103 384L,FEBI,,汽缸蓋螺絲
022 103 384M,FEBI,,汽缸蓋螺絲
022 103 429AA,VW,,汽門室蓋
022 103 474B,VW,,廢氣循環管
022 103 474H,VW,,廢氣循環管
022 103 474J,VW,,廢氣循環管
022 103 483D,VW,,汽門蓋墊片
022 103 483E,VW,,汽門蓋墊片
022 103 483E *,ELRING,,汽門蓋墊片
022 103 484D,VW,,汽門蓋墊片-火星塞
022 103 484D *,ELRING,,汽門蓋墊片-火星塞
022 103 484F,VW,,汽門蓋墊片-火星塞
022 103 484F *,ELRING,,汽門蓋墊片-火星塞
022 103 515B,VW,,油氣分離器
022 103 601G,VW,,油底殼-引擎
022 103 601P,VW,,油底殼-引擎
022 103 601Q,VW,,油底殼-引擎
022 103 601R,VW,,油底殼-引擎
022 103 765A,VW,,廢氣回收閥
022 103 765A -,FEBI,,廢氣回收閥
022 103 765A /,GATES,,廢氣回收閥
022 103 831B,VW,,螺絲
022 103 831C,VW,,螺絲
022 103 925AD,VW,,引擎飾蓋-前
022 103 925K,VW,,引擎飾蓋-前
022 103 940,VW,,四環標誌-引擎飾蓋
022 105 101A,VW,,曲軸
022 105 243D,VW,,皮帶盤-曲軸
022 105 266AK,VW,,飛輪
022 105 266AK *,LUK,,飛輪
022 105 266L *,LUK,,飛輪-手排
022 105 323D,VW,,飛輪盤
022 105 635,VW,,波司邊
022 105 701C -12,KS,,小波司組
022 105 701C ROT,VW,,小波司-上
022 107 065AA,VW,,活塞
022 107 065AA -,MAHLE,,活塞
022 107 065G,VW,,活塞
022 107 065G -,MAHLE,,活塞
022 107 065L,VW,,活塞
022 107 065L -,MAHLE,,活塞
022 109 087J,VW,,凸輪軸鍊條調整器-進
022 109 087K,VW,,凸輪軸鍊條調整器-進
022 109 088M,VW,,凸輪軸鍊條調整器-排
022 109 088R,VW,,凸輪軸鍊條調整器-排
022 109 309,VW,,油壓頂筒
022 109 309 *,KS,,油壓頂筒
022 109 309 -,FEBI,,油壓頂筒
022 109 417E,VW,,汽門搖臂
022 109 417E *,LUK,,汽門搖臂
022 109 423C,VW,,油壓頂筒
022 109 423C *,LUK,,油壓頂筒
022 109 423C +,KS,,油壓頂筒
022 109 423C -,FEBI,,油壓頂筒
022 109 423D,VW,,油壓頂筒
022 109 423D *,LUK,,油壓頂筒
022 109 423D +,KS,,油壓頂筒
022 109 451,VW,,汽門搖臂調整螺絲
022 109 601E,VW,,汽門-進
022 109 601E +,KS,,汽門-進
022 109 601E /,TOPRAN,,汽門-進
022 109 601F,VW,,汽門-進
022 109 601F +,KS,,汽門-進
022 109 601G,VW,,汽門-進
022 109 601G +,KS,,汽門-進
022 109 601G -,FEBI,,汽門-進
022 109 601H,VW,,汽門-進
022 109 601H +,KS,,汽門-進
022 109 601H -,FEBI,,汽門-進
022 109 611B,VW,,汽門-排
022 109 611B +,KS,,汽門-排
022 109 611B /,TOPRAN,,汽門-排
022 109 611C,VW,,汽門-排
022 109 611C +,KS,,汽門-排
022 109 611C /,TOPRAN,,汽門-排
022 109 611N,VW,,汽門-排
022 109 611N +,KS,,汽門-排
022 109 611N -,FEBI,,汽門-排
022 109 611P,VW,,汽門-排
022 109 611P +,KS,,汽門-排
022 109 611P -,FEBI,,汽門-排
022 109 623H,VW,,汽門彈簧
022 115 105D,VW,,機油泵
022 115 105E,VW,,機油泵
022 115 105F,VW,,機油泵
022 115 111,VW,,O型環-機油芯座
022 115 111 *,ELRING,,O型環-機油芯座
022 115 308C,VW,,機油注入導管
022 115 403QA,VW,,機油芯總成
022 115 403R,VW,,機油芯總成
022 115 403S,VW,,機油芯總成
022 115 607AA,VW,,機油尺
022 115 607AD,VW,,機油尺
022 115 607D,VW,,機油尺
022 115 607P,VW,,機油尺
022 115 607S,VW,,機油尺
022 115 629S,VW,,機油尺導管
022 121 011,VW,,水泵
022 121 011 -,FEBI,,水泵
022 121 011B,VW,,水泵
022 121 011B *,LUK,,水泵
022 121 049A,VW,,水管-機油冷卻器
022 121 049B,VW,,水管-機油冷卻器
022 121 049G,VW,,水管-機油冷卻器
022 121 050,VW,,水管-引擎>水管接頭-朔鋼
022 121 050A,VW,,水管-引擎>水管接頭-朔鋼
022 121 058D,VW,,水管-機油冷卻器>直管
022 121 058G,VW,,水管-機油冷卻器>直管
022 121 058H,VW,,水管-
022 121 096E,VW,,水管-機油冷卻器>引擎
022 121 096J,VW,,水管-機油冷卻器
022 121 096K,VW,,水管-
022 121 111G,VW,,節溫器座總成
022 121 111G #,VIKA,,節溫器座總成
022 121 111H,VW,,節溫器座總成
022 121 113,VW,,節溫器
022 121 113 -,WAHLER,,節溫器
022 121 117C,VW,,節溫器座
022 121 117C /,TOPRAN,,節溫器座
022 121 119A,VW,,墊圈-氣缸蓋側蓋
022 121 121D,VW,,節溫器蓋
022 121 121D /,TOPRAN,,節溫器蓋
022 121 121E,VW,,節溫器蓋
022 121 121E /,TOPRAN,,節溫器蓋
022 129 684,VW,,進氣管
022 131 101B,VW,,二次空氣控制閥
022 131 101B *,PIERBURG,,二次空氣控制閥
022 131 101E,VW,,二次空氣控制閥
022 131 101E *,PIERBURG,,二次空氣控制閥
022 131 120B,VW,,墊片
022 131 120D,VW,,墊片
022 131 149G,VW,,二次空氣連接管
022 131 351A,VW,,二次空氣閥
022 131 351A *,PIERBURG,,二次空氣閥
022 131 561K,VW,,鐵水管
022 131 561Q,VW,,鐵水管
022 133 062AA,VW,,節流閥總成
022 133 062AA -,VDO,,節流閥總成
022 133 062AB,VW,,節流閥總成
022 133 062AB *,BOSCH,,節流閥總成
022 133 062AC,VW,,節流閥總成
022 133 062AC *,BOSCH,,節流閥總成
022 133 062AD,VW,,節流閥總成
022 133 062AD -,VDO,,節流閥總成
022 133 062AG,VW,,節流閥總成
022 133 062AG -,VDO,,節流閥總成
022 133 201AH,VW,,進氣歧管
022 133 201AJ,VW,,進氣歧管
022 133 237A,VW,,進氣歧管墊片
022 133 237A *,ELRING,,進氣歧管墊片
022 133 237B,VW,,墊片-節流閥
022 133 237B *,ELRING,,墊片-節流閥
022 133 237C,VW,,進氣歧管墊片
022 133 237C *,ELRING,,進氣歧管墊片
